203;tile X17Y01;-10;-0.00297619047619;55.0029761905;65;X17Y01;100;1991506
204;tile X32Y02;140;149.99702381;45.0029761905;55;X32Y02;100;1964396
205;tile X27Y06;90;99.9970238095;5.00297619048;15;X27Y06;100;1857303
206;tile X30Y04;120;129.99702381;25.0029761905;35;X30Y04;100;1765793
207;tile X16Y04;-20;-10.0029761905;25.0029761905;35;X16Y04;100;1740443
208;tile X10Y10;-80;-70.0029761905;-34.9970238095;-25;X10Y10;100;1602684
209;tile X31Y04;130;139.99702381;25.0029761905;35;X31Y04;100;1535181
210;tile X33Y02;150;159.99702381;45.0029761905;55;X33Y02;100;1526751
211;tile X21Y10;30;39.9970238095;-34.9970238095;-25;X21Y10;100;1517661
212;tile X30Y08;120;129.99702381;-14.9970238095;-5;X30Y08;100;1499049
213;tile X10Y09;-80;-70.0029761905;-24.9970238095;-15;X10Y09;100;1396734
214;tile X29Y08;110;119.99702381;-14.9970238095;-5;X29Y08;100;1362946
215;tile X27Y07;90;99.9970238095;-4.99702380952;5;X27Y07;100;1333675
216;tile X12Y06;-60;-50.0029761905;5.00297619048;15;X12Y06;100;1246997
217;tile X32Y07;140;149.99702381;-4.99702380952;5;X32Y07;100;1244722
218;tile X30Y05;120;129.99702381;15.0029761905;25;X30Y05;100;1242587
219;tile X12Y11;-60;-50.0029761905;-44.9970238095;-35;X12Y11;100;1182043
220;tile X22Y08;40;49.9970238095;-14.9970238095;-5;X22Y08;100;1018140
221;tile X16Y00;-20;-10.0029761905;65.0029761905;75;X16Y00;100;971820
222;tile X33Y08;150;159.99702381;-14.9970238095;-5;X33Y08;100;912061
223;tile X18Y07;0;9.99702380952;-4.99702380952;5;X18Y07;100;871341
224;tile X28Y08;100;109.99702381;-14.9970238095;-5;X28Y08;100;855593
225;tile X29Y06;110;119.99702381;5.00297619048;15;X29Y06;100;836515
226;tile X16Y01;-20;-10.0029761905;55.0029761905;65;X16Y01;100;815877
227;tile X11Y13;-70;-60.0029761905;-64.9970238095;-55;X11Y13;100;804554
228;tile X13Y10;-50;-40.0029761905;-34.9970238095;-25;X13Y10;100;715700
229;tile X11Y03;-70;-60.0029761905;35.0029761905;45;X11Y03;100;705445
230;tile X12Y13;-60;-50.0029761905;-64.9970238095;-55;X12Y13;100;697697
231;tile X26Y06;80;89.9970238095;5.00297619048;15;X26Y06;100;697529
232;tile X24Y05;60;69.9970238095;15.0029761905;25;X24Y05;100;674317
233;tile X34Y12;160;169.99702381;-54.9970238095;-45;X34Y12;100;660501
234;tile X10Y04;-80;-70.0029761905;25.0029761905;35;X10Y04;100;635420
235;tile X12Y01;-60;-50.0029761905;55.0029761905;65;X12Y01;100;526634
236;tile X34Y09;160;169.99702381;-24.9970238095;-15;X34Y09;100;520849
237;tile X33Y09;150;159.99702381;-24.9970238095;-15;X33Y09;100;501728
238;tile X09Y07;-90;-80.0029761905;-4.99702380952;5;X09Y07;100;473042
239;tile X04Y02;-140;-130.00297619;45.0029761905;55;X04Y02;100;457626
240;tile X23Y06;50;59.9970238095;5.00297619048;15;X23Y06;100;450549
241;tile X11Y05;-70;-60.0029761905;15.0029761905;25;X11Y05;100;427537
242;tile X14Y07;-40;-30.0029761905;-4.99702380952;5;X14Y07;100;422874
243;tile X15Y01;-30;-20.0029761905;55.0029761905;65;X15Y01;100;417297
244;tile X14Y09;-40;-30.0029761905;-24.9970238095;-15;X14Y09;100;408176
245;tile X00Y01;-180;-170.00297619;55.0029761905;65;X00Y01;100;343058
246;tile X01Y02;-170;-160.00297619;45.0029761905;55;X01Y02;100;327458
247;tile X34Y11;160;169.99702381;-44.9970238095;-35;X34Y11;100;323961
248;tile X31Y11;130;139.99702381;-44.9970238095;-35;X31Y11;100;321538
249;tile X35Y09;170;179.99702381;-24.9970238095;-15;X35Y09;100;315507
250;tile X34Y08;160;169.99702381;-14.9970238095;-5;X34Y08;100;311667
251;tile X33Y07;150;159.99702381;-4.99702380952;5;X33Y07;100;288816
252;tile X08Y06;-100;-90.0029761905;5.00297619048;15;X08Y06;100;281695
253;tile X02Y05;-160;-150.00297619;15.0029761905;25;X02Y05;100;241743
254;tile X06Y05;-120;-110.00297619;15.0029761905;25;X06Y05;100;234709
255;tile X12Y12;-60;-50.0029761905;-54.9970238095;-45;X12Y12;100;234379
256;tile X00Y02;-180;-170.00297619;45.0029761905;55;X00Y02;100;210254
257;tile X09Y08;-90;-80.0029761905;-14.9970238095;-5;X09Y08;100;187569
258;tile X34Y02;160;169.99702381;45.0029761905;55;X34Y02;100;178025
259;tile X17Y07;-10;-0.00297619047619;-4.99702380952;5;X17Y07;100;161294
260;tile X00Y09;-180;-170.00297619;-24.9970238095;-15;X00Y09;100;145291
261;tile X08Y07;-100;-90.0029761905;-4.99702380952;5;X08Y07;100;131387
262;tile X22Y10;40;49.9970238095;-34.9970238095;-25;X22Y10;100;126799
263;tile X23Y09;50;59.9970238095;-24.9970238095;-15;X23Y09;100;122187
264;tile X35Y12;170;179.99702381;-54.9970238095;-45;X35Y12;100;110761
265;tile X14Y12;-40;-30.0029761905;-54.9970238095;-45;X14Y12;100;109099
266;tile X35Y02;170;179.99702381;45.0029761905;55;X35Y02;100;108459
267;tile X25Y07;70;79.9970238095;-4.99702380952;5;X25Y07;100;84409
268;tile X15Y05;-30;-20.0029761905;15.0029761905;25;X15Y05;100;81997
269;tile X33Y11;150;159.99702381;-44.9970238095;-35;X33Y11;100;73603
270;tile X15Y03;-30;-20.0029761905;35.0029761905;45;X15Y03;100;73565
271;tile X16Y02;-20;-10.0029761905;45.0029761905;55;X16Y02;100;67719
272;tile X23Y08;50;59.9970238095;-14.9970238095;-5;X23Y08;100;67114
273;tile X13Y13;-50;-40.0029761905;-64.9970238095;-55;X13Y13;100;56822
274;tile X05Y04;-130;-120.00297619;25.0029761905;35;X05Y04;100;53639
275;tile X00Y11;-180;-170.00297619;-44.9970238095;-35;X00Y11;100;42307
276;tile X35Y10;170;179.99702381;-34.9970238095;-25;X35Y10;100;37843
277;tile X17Y00;-10;-0.00297619047619;65.0029761905;75;X17Y00;100;32711
278;tile X10Y13;-80;-70.0029761905;-64.9970238095;-55;X10Y13;100;31232
279;tile X31Y06;130;139.99702381;5.00297619048;15;X31Y06;100;30549
280;tile X29Y11;110;119.99702381;-44.9970238095;-35;X29Y11;100;23053
281;tile X23Y07;50;59.9970238095;-4.99702380952;5;X23Y07;100;21297
282;tile X35Y08;170;179.99702381;-14.9970238095;-5;X35Y08;100;18486
283;tile X15Y06;-30;-20.0029761905;5.00297619048;15;X15Y06;100;17628
284;tile X32Y04;140;149.99702381;25.0029761905;35;X32Y04;100;15102
285;tile X02Y02;-160;-150.00297619;45.0029761905;55;X02Y02;100;13730
286;tile X01Y05;-170;-160.00297619;15.0029761905;25;X01Y05;100;13116
287;tile X33Y12;150;159.99702381;-54.9970238095;-45;X33Y12;100;9320
288;tile X14Y03;-40;-30.0029761905;35.0029761905;45;X14Y03;100;8641
289;tile X34Y07;160;169.99702381;-4.99702380952;5;X34Y07;100;7359
290;tile X11Y04;-70;-60.0029761905;25.0029761905;35;X11Y04;100;6008
291;tile X27Y08;90;99.9970238095;-14.9970238095;-5;X27Y08;100;5797
292;tile X00Y04;-180;-170.00297619;25.0029761905;35;X00Y04;100;5591
293;tile X12Y03;-60;-50.0029761905;35.0029761905;45;X12Y03;100;4243
294;tile X34Y10;160;169.99702381;-34.9970238095;-25;X34Y10;100;3569
295;tile X14Y01;-40;-30.0029761905;55.0029761905;65;X14Y01;100;2682
296;tile X07Y06;-110;-100.00297619;5.00297619048;15;X07Y06;100;1670
297;tile X13Y12;-50;-40.0029761905;-54.9970238095;-45;X13Y12;100;1517
298;tile X31Y05;130;139.99702381;15.0029761905;25;X31Y05;100;1166
